"hostname","phase","description","last_modified","modified_by","installed","updated","serialnumber","location","hardware","ansible_group"
"cn0929","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0930","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0931","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0932","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0933","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0934","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0935","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0936","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0937","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0938","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0939","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0940","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0941","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0942","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0943","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0944","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0945","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0946","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0947","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0948","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0949","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0950","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0951","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0952","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0953","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0954","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0955","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0956","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0957","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0958","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0959","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0960","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0961","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0962","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0963","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0964","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0965","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn0968","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0969","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0971","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0972","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0973","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0974","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0975","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0976","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0977","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0978","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0979","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0980","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0981","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0982","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0983","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0984","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0985","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0986","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0987","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0988","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0989","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0990","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0991","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0992","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0993","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0994","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0995","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0996","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0997","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn0999","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1000","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1001","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1002","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1004","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1005","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1006","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1007","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1008","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1009","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1010","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1011","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1012","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1014","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1015","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1016","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1018","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1019","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1020","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1021","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1022","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1023","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1024","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1025","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1026","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1027","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1028","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1029","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1030","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1031","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1032","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1033","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1034","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1035","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1036","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1037","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1038","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1039","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1040","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1041","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1042","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1043","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1044","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1045","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1046","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1047","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1048","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1049","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1050","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1051","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1052","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1053","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1054","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1055","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1057","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1058","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1059","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1061","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1062","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1063","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1064","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1068","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1069","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1071","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1074","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1075","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1076","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1077","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1079","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1080","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1081","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1082","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1084","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1085","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1086","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1087","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1088","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1090","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1091","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1092","phase1","","2017-07-18 14:44:43","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g64 sata400 ibqdr",""
"cn1094","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1095","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1100","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1102","phase1","","2017-07-18 14:50:10","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1103","phase1","","2017-07-18 14:50:10","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1104","phase1","","2017-07-18 14:50:10","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1105","phase1","","2017-07-18 14:50:10","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1106","phase1","","2017-07-18 14:50:10","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1109","phase1","","2017-07-18 14:50:10","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1110","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1112","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1113","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1114","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1115","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1116","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1117","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1119","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1120","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
