"hostname","phase","description","last_modified","modified_by","installed","updated","serialnumber","location","hardware","ansible_group"
"cn4147","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4148","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4149","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4150","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4151","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4152","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4153","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4154","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4155","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4156","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4157","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4158","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4159","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4160","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4161","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4162","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4163","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4164","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4165","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4166","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4167","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4168","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4169","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4170","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4171","phase3","","2017-07-17 14:13:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4172","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4173","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4174","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4175","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4176","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4177","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4178","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4179","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4180","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4181","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4182","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4183","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4184","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4185","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4186","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4187","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4188","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4189","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4190","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4191","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4192","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4193","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4194","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4195","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4196","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4197","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4198","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4199","phase3","","2017-07-18 13:55:41","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 ssd800 ibfdr",""
"cn4200","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4201","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4202","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4203","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4204","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4205","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4206","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4207","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4208","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4209","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4210","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4211","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4212","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4213","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4214","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4215","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4216","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4217","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4218","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4219","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4220","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4221","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4222","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4223","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4224","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4225","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4226","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4227","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4228","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4229","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4230","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4231","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4232","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4233","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4234","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4235","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4236","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4237","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4238","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4239","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4240","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4241","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4242","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4243","phase3","","2017-07-17 14:13:48","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2680 core28 cpu56 g256 gpuk80 ssd800 ibfdr",""
"cn4244","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4245","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4246","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4247","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4249","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4250","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4251","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4252","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4253","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4254","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4255","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4256","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4257","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4258","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4259","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4260","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4261","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4262","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4263","phase3","","2017-07-18 13:59:47","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g1536 ssd800 ibfdr",""
"cn4264","phase3","","2017-07-18 14:00:21","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g3072 ssd800 ibfdr",""
"cn4265","phase3","","2017-07-18 14:00:21","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g3072 ssd800 ibfdr",""
"cn4266","phase3","","2017-07-18 14:00:21","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x8860 core72 cpu144 g3072 ssd800 ibfdr",""
"crash","service_node","NULL","2017-07-18 15:08:02","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"danube","other","","2017-07-18 13:19:36","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","database",""
"db102","other","NULL","2017-07-18 14:56:19","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"dtn01","service_node","NULL","2017-07-18 15:09:02","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn02","service_node","NULL","2017-07-18 15:11:36","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn03","service_node","NULL","2017-07-18 15:13:38","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn04","service_node","NULL","2017-07-18 15:13:45","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn05","service_node","NULL","2017-07-18 15:13:51","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn06","service_node","NULL","2017-07-18 15:14:16","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn07","service_node","NULL","2017-07-18 15:14:21","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"dtn08","service_node","NULL","2017-07-18 15:14:24","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","dtn","NULL"
"felix","other","nimh login node and general use machine","2017-07-19 11:51:53","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","other",""
"genome","other","NULL","2017-07-18 14:56:19","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gobi","other","","2017-07-18 13:19:25","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","database",""
"gsnas1","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas10","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas11","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas12","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas13","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas14","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas15","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas16","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas2","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas3","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas4","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas5","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas6","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas7","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas8","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"gsnas9","other","NULL","2017-07-18 14:48:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"helix","other","hpc general use machine","2017-07-19 11:52:16","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","other",""
"helix-vm1","service_node","NULL","2017-07-18 15:16:26","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","","NULL"
"helix-vm2","service_node","NULL","2017-07-18 15:16:42","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","","NULL"
"helixdev","service_node","NULL","2017-07-18 15:17:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"helixmail","other","NULL","2017-07-18 14:51:03","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"helixmail-backup","other","NULL","2017-07-18 14:51:08","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hmaildev","service_node","NULL","2017-07-18 15:17:19","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcgenomebrowser","other","NULL","2017-07-18 14:56:19","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"hpcgenomebrowser-e0","other","NULL","2017-07-18 14:56:19","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","other","NULL"
"hpcgit","service_node","NULL","2017-07-18 15:17:30","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpchpscs","service_node","NULL","2017-07-18 15:17:41","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcmon","service_node","NULL","2017-07-18 15:17:53","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcnihapps","service_node","NULL","2017-07-18 15:18:12","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcpartek","service_node","NULL","2017-07-18 15:18:23","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcweb","service_node","NULL","2017-07-18 15:18:31","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcwebapps","service_node","NULL","2017-07-18 15:18:40","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcwebdev","service_node","NULL","2017-07-18 15:18:47","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"hpcxdmod","service_node","slurm utlitization metrics on demand","2017-07-19 11:53:30","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
"huygens","service_node","NULL","2017-07-18 15:19:09","","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","NULL","virtual","NULL"
