"interface_id","hostname","private_name","primary","interface","designation","mac","ipv4","ipv6"
"4925","cn2832","cn2832-e0","0","eth0","e0","E4:1F:13:4D:0D:26","10.1.31.16","NULL"
"4926","cn2833","cn2833-e0","0","eth0","e0","E4:1F:13:4D:0D:8C","10.1.31.17","NULL"
"4927","cn2834","cn2834-e0","0","eth0","e0","E4:1F:13:4D:08:1C","10.1.31.18","NULL"
"4928","cn2835","cn2835-e0","0","eth0","e0","E4:1F:13:22:EC:7C","10.1.31.19","NULL"
"4929","cn2836","cn2836-e0","0","eth0","e0","E4:1F:13:22:F7:56","10.1.31.20","NULL"
"4930","cn2837","cn2837-e0","0","eth0","e0","E4:1F:13:22:DA:9A","10.1.31.21","NULL"
"4931","cn2838","cn2838-e0","0","eth0","e0","E4:1F:13:4D:0C:FC","10.1.31.22","NULL"
"4932","cn2839","cn2839-e0","0","eth0","e0","E4:1F:13:4D:0C:DE","10.1.31.23","NULL"
"4933","cn2840","cn2840-e0","0","eth0","e0","E4:1F:13:4D:12:C0","10.1.31.24","NULL"
"4934","cn2841","cn2841-e0","0","eth0","e0","E4:1F:13:22:E7:B4","10.1.31.25","NULL"
"4935","cn2842","cn2842-e0","0","eth0","e0","E4:1F:13:22:D8:BA","10.1.31.26","NULL"
"4936","cn2843","cn2843-e0","0","eth0","e0","E4:1F:13:22:E4:3C","10.1.31.27","NULL"
"4937","cn2844","cn2844-e0","0","eth0","e0","E4:1F:13:22:E0:2E","10.1.31.28","NULL"
"4938","cn2845","cn2845-e0","0","eth0","e0","E4:1F:13:22:DC:7A","10.1.31.29","NULL"
"4939","cn2846","cn2846-e0","0","eth0","e0","E4:1F:13:22:E7:F6","10.1.31.30","NULL"
"4940","cn2847","cn2847-e0","0","eth0","e0","E4:1F:13:22:E4:18","10.1.31.31","NULL"
"4941","cn2848","cn2848-e0","0","eth0","e0","E4:1F:13:22:E0:16","10.1.31.32","NULL"
"4942","cn2849","cn2849-e0","0","eth0","e0","E4:1F:13:22:E8:44","10.1.31.33","NULL"
"4943","cn2850","cn2850-e0","0","eth0","e0","E4:1F:13:22:F8:D6","10.1.31.34","NULL"
"4944","cn2851","cn2851-e0","0","eth0","e0","E4:1F:13:22:FC:24","10.1.31.35","NULL"
"4945","cn2852","cn2852-e0","0","eth0","e0","E4:1F:13:22:EA:C6","10.1.31.36","NULL"
"4946","cn2853","cn2853-e0","0","eth0","e0","E4:1F:13:22:EF:82","10.1.31.37","NULL"
"4947","cn2854","cn2854-e0","0","eth0","e0","E4:1F:13:22:EE:2C","10.1.31.38","NULL"
"4948","cn2855","cn2855-e0","0","eth0","e0","E4:1F:13:22:DC:20","10.1.31.39","NULL"
"4949","cn2856","cn2856-e0","0","eth0","e0","E4:1F:13:22:ED:2A","10.1.31.40","NULL"
"4950","cn2857","cn2857-e0","0","eth0","e0","E4:1F:13:22:E7:12","10.1.31.41","NULL"
"4951","cn2858","cn2858-e0","0","eth0","e0","E4:1F:13:22:E2:E0","10.1.31.42","NULL"
"4952","cn2859","cn2859-e0","0","eth0","e0","E4:1F:13:22:E9:16","10.1.31.43","NULL"
"4953","cn2860","cn2860-e0","0","eth0","e0","E4:1F:13:22:E8:B0","10.1.31.44","NULL"
"4954","cn2861","cn2861-e0","0","eth0","e0","E4:1F:13:22:E3:34","10.1.31.45","NULL"
"4955","cn2862","cn2862-e0","0","eth0","e0","E4:1F:13:22:F0:8A","10.1.31.46","NULL"
"4956","cn2863","cn2863-e0","0","eth0","e0","E4:1F:13:22:F8:CA","10.1.31.47","NULL"
"4957","cn2864","cn2864-e0","0","eth0","e0","E4:1F:13:22:E6:CA","10.1.31.48","NULL"
"4958","cn2865","cn2865-e0","0","eth0","e0","E4:1F:13:22:E3:A0","10.1.31.49","NULL"
"4959","cn2866","cn2866-e0","0","eth0","e0","E4:1F:13:22:E2:38","10.1.31.50","NULL"
"4960","cn2867","cn2867-e0","0","eth0","e0","E4:1F:13:22:E7:1E","10.1.31.51","NULL"
"4961","cn2868","cn2868-e0","0","eth0","e0","E4:1F:13:22:E5:BC","10.1.31.52","NULL"
"4962","cn2869","cn2869-e0","0","eth0","e0","E4:1F:13:4D:07:C2","10.1.31.53","NULL"
"4963","cn2870","cn2870-e0","0","eth0","e0","E4:1F:13:22:EE:EC","10.1.31.54","NULL"
"4964","cn2871","cn2871-e0","0","eth0","e0","E4:1F:13:22:E3:94","10.1.31.55","NULL"
"4965","cn2872","cn2872-e0","0","eth0","e0","E4:1F:13:22:E8:6E","10.1.31.56","NULL"
"4966","cn2873","cn2873-e0","0","eth0","e0","E4:1F:13:22:F2:9A","10.1.31.57","NULL"
"4967","cn2874","cn2874-e0","0","eth0","e0","E4:1F:13:22:BB:1A","10.1.31.58","NULL"
"4968","cn2875","cn2875-e0","0","eth0","e0","E4:1F:13:22:E3:16","10.1.31.59","NULL"
"4969","cn2876","cn2876-e0","0","eth0","e0","E4:1F:13:22:E7:A8","10.1.31.60","NULL"
"4970","cn2877","cn2877-e0","0","eth0","e0","E4:1F:13:22:E1:6C","10.1.31.61","NULL"
"4971","cn2878","cn2878-e0","0","eth0","e0","00:21:5E:E8:8B:50","10.1.31.62","NULL"
"4972","cn2879","cn2879-e0","0","eth0","e0","E4:1F:13:22:E0:0A","10.1.31.63","NULL"
"4973","cn2880","cn2880-e0","0","eth0","e0","E4:1F:13:22:E3:BE","10.1.31.64","NULL"
"4974","cn2881","cn2881-e0","0","eth0","e0","E4:1F:13:22:E4:8A","10.1.31.65","NULL"
"4975","cn2882","cn2882-e0","0","eth0","e0","E4:1F:13:22:E0:64","10.1.31.66","NULL"
"4976","cn2883","cn2883-e0","0","eth0","e0","E4:1F:13:22:DB:60","10.1.31.67","NULL"
"4977","cn2884","cn2884-e0","0","eth0","e0","E4:1F:13:22:E8:14","10.1.31.68","NULL"
"4978","cn2885","cn2885-e0","0","eth0","e0","E4:1F:13:22:E6:1C","10.1.31.69","NULL"
"4979","cn2886","cn2886-e0","0","eth0","e0","E4:1F:13:22:E3:88","10.1.31.70","NULL"
"4980","cn2887","cn2887-e0","0","eth0","e0","E4:1F:13:22:E3:B2","10.1.31.71","NULL"
"4981","cn2888","cn2888-e0","0","eth0","e0","E4:1F:13:22:E4:54","10.1.31.72","NULL"
"4982","cn2889","cn2889-e0","0","eth0","e0","E4:1F:13:22:E3:F4","10.1.31.73","NULL"
"4983","cn2890","cn2890-e0","0","eth0","e0","E4:1F:13:22:E6:94","10.1.31.74","NULL"
"4984","cn2891","cn2891-e0","0","eth0","e0","E4:1F:13:22:E7:84","10.1.31.75","NULL"
"4985","cn2892","cn2892-e0","0","eth0","e0","E4:1F:13:22:E7:EA","10.1.31.76","NULL"
"4986","cn2893","cn2893-e0","0","eth0","e0","E4:1F:13:22:6B:64","10.1.31.77","NULL"
"4987","cn2894","cn2894-e0","0","eth0","e0","E4:1F:13:22:79:7A","10.1.31.78","NULL"
"4988","cn2895","cn2895-e0","0","eth0","e0","E4:1F:13:22:DF:C2","10.1.31.79","NULL"
"4989","cn2896","cn2896-e0","0","eth0","e0","E4:1F:13:22:E5:44","10.1.31.80","NULL"
"4990","cn2897","cn2897-e0","0","eth0","e0","E4:1F:13:22:E4:5A","10.1.31.81","NULL"
"4991","cn2898","cn2898-e0","0","eth0","e0","E4:1F:13:22:E1:48","10.1.31.82","NULL"
"4992","cn2899","cn2899-e0","0","eth0","e0","E4:1F:13:22:E5:56","10.1.31.83","NULL"
"4993","cn2900","cn2900-mgmt","0","eth0","mgmt","70:10:6F:B5:0F:3C","10.90.7.240","NULL"
"4994","cn2900","cn2900-e0","0","ib0","e0","0xe0071bffff669b3","10.2.7.240","NULL"
"4995","cn2901","cn2901-mgmt","0","eth0","mgmt","70:10:6F:B5:0F:0C","10.90.7.241","NULL"
"4996","cn2901","cn2901-e0","0","ib0","e0","0xe0071bffff669b4","10.2.7.241","NULL"
"4997","cn2901","cn2901-ilo","0","iLO4","ilo","70:10:6F:B5:0F:0A","10.4.7.241","NULL"
"4998","cn2902","cn2902-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:4C","10.90.7.242","NULL"
"4999","cn2902","cn2902-e0","0","ib0","e0","0xe0071bffff73612","10.2.7.242","NULL"
"5000","cn2902","cn2902-ilo","0","iLO4","ilo","70:10:6F:B5:0E:4A","10.4.7.242","NULL"
"5001","cn2903","cn2903-mgmt","0","eth0","mgmt","70:10:6F:B5:29:E4","10.90.7.243","NULL"
"5002","cn2903","cn2903-e0","0","ib0","e0","0xe0071bffff73616","10.2.7.243","NULL"
"5003","cn2903","cn2903-ilo","0","iLO4","ilo","70:10:6F:B5:29:E2","10.4.7.243","NULL"
"5004","cn2904","cn2904-mgmt","0","eth0","mgmt","70:10:6F:B5:15:8C","10.90.7.244","NULL"
"5005","cn2904","cn2904-e0","0","ib0","e0","0xe0071bffff73618","10.2.7.244","NULL"
"5006","cn2904","cn2904-ilo","0","iLO4","ilo","70:10:6F:B5:15:8A","10.4.7.244","NULL"
"5007","cn2905","cn2905-mgmt","0","eth0","mgmt","70:10:6F:B5:15:9C","10.90.7.245","NULL"
"5008","cn2905","cn2905-e0","0","ib0","e0","0xe0071bffff73c18","10.2.7.245","NULL"
"5009","cn2905","cn2905-ilo","0","iLO4","ilo","70:10:6F:B5:15:9A","10.4.7.245","NULL"
"5010","cn2906","cn2906-mgmt","0","eth0","mgmt","70:10:6F:B5:29:84","10.90.7.246","NULL"
"5011","cn2906","cn2906-e0","0","ib0","e0","0xe0071bffff6da13","10.2.7.246","NULL"
"5012","cn2906","cn2906-ilo","0","iLO4","ilo","70:10:6F:B5:29:82","10.4.7.246","NULL"
"5013","cn2907","cn2907-mgmt","0","eth0","mgmt","70:10:6F:B5:0F:30","10.90.7.247","NULL"
"5014","cn2907","cn2907-e0","0","ib0","e0","0xe0071bffff6d305","10.2.7.247","NULL"
"5015","cn2907","cn2907-ilo","0","iLO4","ilo","70:10:6F:B5:0F:2E","10.4.7.247","NULL"
"5016","cn2908","cn2908-mgmt","0","eth0","mgmt","70:10:6F:B5:0D:50","10.90.7.248","NULL"
"5017","cn2908","cn2908-e0","0","ib0","e0","0xe0071bffff6d717","10.2.7.248","NULL"
"5018","cn2908","cn2908-ilo","0","iLO4","ilo","70:10:6F:B5:0D:4E","10.4.7.248","NULL"
"5019","cn2909","cn2909-mgmt","0","eth0","mgmt","70:10:6F:B5:0D:FC","10.90.7.249","NULL"
"5020","cn2909","cn2909-e0","0","ib0","e0","0xe0071bffff728e0","10.2.7.249","NULL"
"5021","cn2909","cn2909-ilo","0","iLO4","ilo","70:10:6F:B5:0D:FA","10.4.7.249","NULL"
"5022","cn2910","cn2910-e0","0","ib0","e0","0xe0071bffff73613","10.2.7.250","NULL"
"5023","cn2910","cn2910-ilo","0","iLO4","ilo","70:10:6F:B5:15:DE","10.4.7.250","NULL"
"5024","cn2911","cn2911-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:0C","10.90.7.251","NULL"
"5025","cn2911","cn2911-e0","0","ib0","e0","0xe0071bffff669b1","10.2.7.251","NULL"
"5026","cn2911","cn2911-ilo","0","iLO4","ilo","70:10:6F:B5:0E:0A","10.4.7.251","NULL"
"5027","cn2912","cn2912-mgmt","0","eth0","mgmt","70:10:6F:B5:13:DC","10.90.7.252","NULL"
"5028","cn2912","cn2912-e0","0","ib0","e0","0xe0071bffff73ee1","10.2.7.252","NULL"
"5029","cn2912","cn2912-ilo","0","iLO4","ilo","70:10:6F:B5:13:DA","10.4.7.252","NULL"
"5030","cn2913","cn2913-mgmt","0","eth0","mgmt","70:10:6F:B3:82:4E","10.90.7.253","NULL"
"5031","cn2913","cn2913-e0","0","ib0","e0","0xe0071bffff73ee7","10.2.7.253","NULL"
"5032","cn2913","cn2913-ilo","0","iLO4","ilo","70:10:6F:B3:82:4C","10.4.7.253","NULL"
"5033","cn2914","cn2914-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:64","10.90.7.254","NULL"
"5034","cn2914","cn2914-e0","0","ib0","e0","0xe0071bffff721f7","10.2.7.254","NULL"
"5035","cn2914","cn2914-ilo","0","iLO4","ilo","70:10:6F:B5:0E:62","10.4.7.254","NULL"
"5036","cn2915","cn2915-mgmt","0","eth0","mgmt","70:10:6F:B5:0D:B8","10.90.7.255","NULL"
"5037","cn2915","cn2915-e0","0","ib0","e0","0xe0071bffff73c47","10.2.7.255","NULL"
"5038","cn2915","cn2915-ilo","0","iLO4","ilo","70:10:6F:B5:0D:B6","10.4.7.255","NULL"
"5039","cn2916","cn2916-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:80","10.90.8.0","NULL"
"5040","cn2916","cn2916-e0","0","ib0","e0","0xe0071bffff6db9d","10.2.8.0","NULL"
"5041","cn2916","cn2916-ilo","0","iLO4","ilo","70:10:6F:B5:0E:7E","10.4.8.0","NULL"
"5042","cn2917","cn2917-mgmt","0","eth0","mgmt","70:10:6F:B5:0D:70","10.90.8.1","NULL"
"5043","cn2917","cn2917-e0","0","ib0","e0","0xe0071bffff6f0c8","10.2.8.1","NULL"
"5044","cn2917","cn2917-ilo","0","iLO4","ilo","70:10:6F:B5:0D:6E","10.4.8.1","NULL"
"5045","cn2918","cn2918-mgmt","0","eth0","mgmt","70:10:6F:B5:0B:A4","10.90.8.2","NULL"
"5046","cn2918","cn2918-e0","0","ib0","e0","0xe0071bffff6d92a","10.2.8.2","NULL"
"5047","cn2918","cn2918-ilo","0","iLO4","ilo","70:10:6F:B5:0B:A2","10.4.8.2","NULL"
"5048","cn2919","cn2919-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:C0","10.90.8.3","NULL"
"5049","cn2919","cn2919-e0","0","ib0","e0","0xe0071bffff7331b","10.2.8.3","NULL"
"5050","cn2919","cn2919-ilo","0","iLO4","ilo","70:10:6F:B5:0E:BE","10.4.8.3","NULL"
"5051","cn2920","cn2920-mgmt","0","eth0","mgmt","70:10:6F:B5:0F:34","10.90.8.4","NULL"
"5052","cn2920","cn2920-e0","0","ib0","e0","0xe0071bffff6f0c7","10.2.8.4","NULL"
"5053","cn2921","cn2921-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:1C","10.90.8.5","NULL"
"5054","cn2921","cn2921-e0","0","ib0","e0","0xe0071bffff73015","10.2.8.5","NULL"
"5055","cn2921","cn2921-ilo","0","iLO4","ilo","70:10:6F:B5:0E:1A","10.4.8.5","NULL"
"5056","cn2922","cn2922-mgmt","0","eth0","mgmt","70:10:6F:B5:14:58","10.90.8.6","NULL"
"5057","cn2922","cn2922-e0","0","ib0","e0","0xe0071bffff6708a","10.2.8.6","NULL"
"5058","cn2922","cn2922-ilo","0","iLO4","ilo","70:10:6F:B5:14:56","10.4.8.6","NULL"
"5059","cn2923","cn2923-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:6C","10.90.8.7","NULL"
"5060","cn2923","cn2923-e0","0","ib0","e0","0xe0071bffff73510","10.2.8.7","NULL"
"5061","cn2923","cn2923-ilo","0","iLO4","ilo","70:10:6F:B5:0E:6A","10.4.8.7","NULL"
"5062","cn2924","cn2924-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:10","10.90.8.8","NULL"
"5063","cn2924","cn2924-e0","0","ib0","e0","0xe0071bffff6d104","10.2.8.8","NULL"
"5064","cn2924","cn2924-ilo","0","iLO4","ilo","70:10:6F:B5:0E:0E","10.4.8.8","NULL"
"5065","cn2925","cn2925-mgmt","0","eth0","mgmt","70:10:6F:B5:16:28","10.90.8.9","NULL"
"5066","cn2925","cn2925-e0","0","ib0","e0","0xe0071bffff6dfa3","10.2.8.9","NULL"
"5067","cn2925","cn2925-ilo","0","iLO4","ilo","70:10:6F:B5:16:26","10.4.8.9","NULL"
"5068","cn2926","cn2926-mgmt","0","eth0","mgmt","70:10:6F:B5:24:CC","10.90.8.10","NULL"
"5069","cn2926","cn2926-e0","0","ib0","e0","0xe0071bffff6db76","10.2.8.10","NULL"
"5070","cn2926","cn2926-ilo","0","iLO4","ilo","70:10:6F:B5:24:CA","10.4.8.10","NULL"
"5071","cn2927","cn2927-mgmt","0","eth0","mgmt","70:10:6F:B5:14:EC","10.90.8.11","NULL"
"5072","cn2927","cn2927-e0","0","ib0","e0","0xe0071bffff727ef","10.2.8.11","NULL"
"5073","cn2927","cn2927-ilo","0","iLO4","ilo","70:10:6F:B5:14:EA","10.4.8.11","NULL"
"5074","cn2928","cn2928-mgmt","0","eth0","mgmt","70:10:6F:B5:16:0C","10.90.8.12","NULL"
"5075","cn2928","cn2928-e0","0","ib0","e0","0xe0071bffff73ee8","10.2.8.12","NULL"
"5076","cn2928","cn2928-ilo","0","iLO4","ilo","70:10:6F:B5:16:0A","10.4.8.12","NULL"
"5077","cn2929","cn2929-mgmt","0","eth0","mgmt","70:10:6F:B5:21:A4","10.90.8.13","NULL"
"5078","cn2929","cn2929-e0","0","ib0","e0","0xe0071bffff728e1","10.2.8.13","NULL"
"5079","cn2929","cn2929-ilo","0","iLO4","ilo","70:10:6F:B5:21:A2","10.4.8.13","NULL"
"5080","cn2930","cn2930-mgmt","0","eth0","mgmt","70:10:6F:B5:14:94","10.90.8.14","NULL"
"5081","cn2930","cn2930-e0","0","ib0","e0","0xe0071bffff73d3b","10.2.8.14","NULL"
"5082","cn2930","cn2930-ilo","0","iLO4","ilo","70:10:6F:B5:14:92","10.4.8.14","NULL"
"5083","cn2931","cn2931-mgmt","0","eth0","mgmt","70:10:6F:B3:8D:06","10.90.8.15","NULL"
"5084","cn2931","cn2931-e0","0","ib0","e0","0xe0071bffff73441","10.2.8.15","NULL"
"5085","cn2931","cn2931-ilo","0","iLO4","ilo","70:10:6F:B3:8D:04","10.4.8.15","NULL"
"5086","cn2932","cn2932-mgmt","0","eth0","mgmt","70:10:6F:B5:25:38","10.90.8.16","NULL"
"5087","cn2932","cn2932-e0","0","ib0","e0","0xe0071bffff73b59","10.2.8.16","NULL"
"5088","cn2932","cn2932-ilo","0","iLO4","ilo","70:10:6F:B5:25:36","10.4.8.16","NULL"
"5089","cn2933","cn2933-mgmt","0","eth0","mgmt","70:10:6F:B5:16:60","10.90.8.17","NULL"
"5090","cn2933","cn2933-e0","0","ib0","e0","0xe0071bffff73b5a","10.2.8.17","NULL"
"5091","cn2933","cn2933-ilo","0","iLO4","ilo","70:10:6F:B5:16:5E","10.4.8.17","NULL"
"5092","cn2934","cn2934-mgmt","0","eth0","mgmt","70:10:6F:B5:0F:00","10.90.8.18","NULL"
"5093","cn2934","cn2934-e0","0","ib0","e0","0xe0071bffff73905","10.2.8.18","NULL"
"5094","cn2935","cn2935-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:14","10.90.8.19","NULL"
"5095","cn2935","cn2935-e0","0","ib0","e0","0xe0071bffff73906","10.2.8.19","NULL"
"5096","cn2935","cn2935-ilo","0","iLO4","ilo","70:10:6F:B5:0E:12","10.4.8.19","NULL"
"5097","cn2936","cn2936-mgmt","0","eth0","mgmt","70:10:6F:B5:25:44","10.90.8.20","NULL"
"5098","cn2936","cn2936-e0","0","ib0","e0","0xe0071bffff73ee4","10.2.8.20","NULL"
"5099","cn2936","cn2936-ilo","0","iLO4","ilo","70:10:6F:B5:25:42","10.4.8.20","NULL"
"5100","cn2937","cn2937-mgmt","0","eth0","mgmt","70:10:6F:B5:0E:30","10.90.8.21","NULL"
"5101","cn2937","cn2937-e0","0","ib0","e0","0xe0071bffff73ee6","10.2.8.21","NULL"
"5102","cn2937","cn2937-ilo","0","iLO4","ilo","70:10:6F:B5:0E:2E","10.4.8.21","NULL"
"5103","cn2938","cn2938-mgmt","0","eth0","mgmt","70:10:6F:B5:0A:28","10.90.8.22","NULL"
"5104","cn2938","cn2938-e0","0","ib0","e0","0xe0071bffff73ee5","10.2.8.22","NULL"
"5105","cn2938","cn2938-ilo","0","iLO4","ilo","70:10:6F:B5:0A:26","10.4.8.22","NULL"
"5106","cn2939","cn2939-mgmt","0","eth0","mgmt","70:10:6F:B5:16:6C","10.90.8.23","NULL"
"5107","cn2939","cn2939-e0","0","ib0","e0","0xe0071bffff73ee2","10.2.8.23","NULL"
"5108","cn2939","cn2939-ilo","0","iLO4","ilo","70:10:6F:B5:16:6A","10.4.8.23","NULL"
"5109","cn2940","cn2940-mgmt","0","eth0","mgmt","70:10:6F:B0:22:54","10.90.8.24","NULL"
"5110","cn2940","cn2940-e0","0","ib0","e0","0xe0071bffff72ae3","10.2.8.24","NULL"
"5111","cn2940","cn2940-ilo","0","iLO4","ilo","70:10:6F:B0:22:52","10.4.8.24","NULL"
"5112","cn2941","cn2941-mgmt","0","eth0","mgmt","70:10:6F:B0:23:28","10.90.8.25","NULL"
"5113","cn2941","cn2941-e0","0","ib0","e0","0xe0071bffff728ee","10.2.8.25","NULL"
"5114","cn2941","cn2941-ilo","0","iLO4","ilo","70:10:6F:B0:23:26","10.4.8.25","NULL"
"5115","cn2942","cn2942-mgmt","0","eth0","mgmt","70:10:6F:B0:1B:80","10.90.8.26","NULL"
"5116","cn2942","cn2942-e0","0","ib0","e0","0xe0071bffff728ed","10.2.8.26","NULL"
"5117","cn2942","cn2942-ilo","0","iLO4","ilo","70:10:6F:B0:1B:7E","10.4.8.26","NULL"
"5118","cn2943","cn2943-mgmt","0","eth0","mgmt","70:10:6F:B0:23:B8","10.90.8.27","NULL"
"5119","cn2943","cn2943-e0","0","ib0","e0","0xe0071bffff6dc2c","10.2.8.27","NULL"
"5120","cn2943","cn2943-ilo","0","iLO4","ilo","70:10:6F:B0:23:B6","10.4.8.27","NULL"
"5121","cn2944","cn2944-mgmt","0","eth0","mgmt","70:10:6F:B0:23:14","10.90.8.28","NULL"
"5122","cn2944","cn2944-e0","0","ib0","e0","0xe0071bffff7301f","10.2.8.28","NULL"
"5123","cn2944","cn2944-ilo","0","iLO4","ilo","70:10:6F:B0:23:12","10.4.8.28","NULL"
"5124","cn2945","cn2945-mgmt","0","eth0","mgmt","70:10:6F:B0:22:9C","10.90.8.29","NULL"
"5125","cn2945","cn2945-e0","0","ib0","e0","0xe0071bffff7311b","10.2.8.29","NULL"
"5126","cn2945","cn2945-ilo","0","iLO4","ilo","70:10:6F:B0:22:9A","10.4.8.29","NULL"
"5127","cn2946","cn2946-mgmt","0","eth0","mgmt","70:10:6F:B1:BB:56","10.90.8.30","NULL"
"5128","cn2946","cn2946-e0","0","ib0","e0","0xe0071bffff72ae6","10.2.8.30","NULL"
"5129","cn2946","cn2946-ilo","0","iLO4","ilo","70:10:6F:B1:BB:54","10.4.8.30","NULL"
"5130","cn2947","cn2947-mgmt","0","eth0","mgmt","70:10:6F:BC:3B:78","10.90.8.31","NULL"
"5131","cn2947","cn2947-e0","0","ib0","e0","0xe0071bffff729ec","10.2.8.31","NULL"
"5132","cn2947","cn2947-ilo","0","iLO4","ilo","70:10:6F:BC:3B:76","10.4.8.31","NULL"
"5133","cn2948","cn2948-mgmt","0","eth0","mgmt","70:10:6F:C5:CF:38","10.90.8.32","NULL"
"5134","cn2948","cn2948-e0","0","ib0","e0","0xe0071bffff73d11","10.2.8.32","NULL"
"5135","cn2948","cn2948-ilo","0","iLO4","ilo","70:10:6F:C5:CF:36","10.4.8.32","NULL"
"5136","cn2949","cn2949-mgmt","0","eth0","mgmt","70:10:6F:52:D2:FE","10.90.8.33","NULL"
"5137","cn2949","cn2949-e0","0","ib0","e0","0xe0071bffff7372f","10.2.8.33","NULL"
"5138","cn2949","cn2949-ilo","0","iLO4","ilo","70:10:6F:52:D2:FC","10.4.8.33","NULL"
"5139","cn2950","cn2950-mgmt","0","eth0","mgmt","70:10:6F:B3:8B:2A","10.90.8.34","NULL"
"5140","cn2950","cn2950-e0","0","ib0","e0","0xe0071bffff73d12","10.2.8.34","NULL"
"5141","cn2950","cn2950-ilo","0","iLO4","ilo","70:10:6F:B3:8B:28","10.4.8.34","NULL"
"5142","cn2951","cn2951-mgmt","0","eth0","mgmt","70:10:6F:B1:BD:F6","10.90.8.35","NULL"
"5143","cn2951","cn2951-e0","0","ib0","e0","0xe0071bffff73113","10.2.8.35","NULL"
"5144","cn2951","cn2951-ilo","0","iLO4","ilo","70:10:6F:B1:BD:F4","10.4.8.35","NULL"
"5145","cn2952","cn2952-mgmt","0","eth0","mgmt","70:10:6F:B0:1A:DC","10.90.8.36","NULL"
"5146","cn2952","cn2952-e0","0","ib0","e0","0xe0071bffff73c23","10.2.8.36","NULL"
"5147","cn2952","cn2952-ilo","0","iLO4","ilo","70:10:6F:B0:1A:DA","10.4.8.36","NULL"
"5148","cn2953","cn2953-mgmt","0","eth0","mgmt","70:10:6F:B0:23:60","10.90.8.37","NULL"
"5149","cn2953","cn2953-e0","0","ib0","e0","0xe0071bffff73823","10.2.8.37","NULL"
"5150","cn2953","cn2953-ilo","0","iLO4","ilo","70:10:6F:B0:23:5E","10.4.8.37","NULL"
"5151","cn2954","cn2954-mgmt","0","eth0","mgmt","70:10:6F:B0:28:28","10.90.8.38","NULL"
"5152","cn2954","cn2954-e0","0","ib0","e0","0xe0071bffff73d13","10.2.8.38","NULL"
"5153","cn2954","cn2954-ilo","0","iLO4","ilo","70:10:6F:B0:28:26","10.4.8.38","NULL"
"5154","cn2955","cn2955-mgmt","0","eth0","mgmt","70:10:6F:B6:4B:76","10.90.8.39","NULL"
"5155","cn2955","cn2955-e0","0","ib0","e0","0xe0071bffff73d14","10.2.8.39","NULL"
"5156","cn2955","cn2955-ilo","0","iLO4","ilo","70:10:6F:B6:4B:74","10.4.8.39","NULL"
"5157","cn2956","cn2956-mgmt","0","eth0","mgmt","70:10:6F:B0:1B:60","10.90.8.40","NULL"
"5158","cn2956","cn2956-e0","0","ib0","e0","0xe0071bffff73812","10.2.8.40","NULL"
"5159","cn2956","cn2956-ilo","0","iLO4","ilo","58:20:B1:0B:52:88","10.4.8.40","NULL"
"5160","cn2957","cn2957-mgmt","0","eth0","mgmt","70:10:6F:B0:22:1C","10.90.8.41","NULL"
"5161","cn2957","cn2957-e0","0","ib0","e0","0xe0071bffff73718","10.2.8.41","NULL"
"5162","cn2957","cn2957-ilo","0","iLO4","ilo","70:10:6F:B0:22:1A","10.4.8.41","NULL"
"5163","cn2958","cn2958-mgmt","0","eth0","mgmt","70:10:6F:B5:1D:04","10.90.8.42","NULL"
"5164","cn2958","cn2958-e0","0","ib0","e0","0xe0071bffff72aeb","10.2.8.42","NULL"
"5165","cn2958","cn2958-ilo","0","iLO4","ilo","70:10:6F:B5:1D:02","10.4.8.42","NULL"
"5166","cn2959","cn2959-mgmt","0","eth0","mgmt","70:10:6F:B1:B7:DA","10.90.8.43","NULL"
"5167","cn2959","cn2959-e0","0","ib0","e0","0xe0071bffff6dd81","10.2.8.43","NULL"
"5168","cn2959","cn2959-ilo","0","iLO4","ilo","70:10:6F:B1:B7:D8","10.4.8.43","NULL"
"5169","cn2960","cn2960-mgmt","0","eth0","mgmt","70:10:6F:B0:1B:0C","10.90.8.44","NULL"
"5170","cn2960","cn2960-e0","0","ib0","e0","0xe0071bffff7371a","10.2.8.44","NULL"
"5171","cn2960","cn2960-ilo","0","iLO4","ilo","70:10:6F:B0:1B:0A","10.4.8.44","NULL"
"5172","cn2961","cn2961-mgmt","0","eth0","mgmt","70:10:6F:B0:21:FC","10.90.8.45","NULL"
"5173","cn2961","cn2961-e0","0","ib0","e0","0xe0071bffff73811","10.2.8.45","NULL"
"5174","cn2961","cn2961-ilo","0","iLO4","ilo","70:10:6F:B0:21:FA","10.4.8.45","NULL"
"5175","cn2962","cn2962-mgmt","0","eth0","mgmt","70:10:6F:B0:1C:44","10.90.8.46","NULL"
"5176","cn2962","cn2962-e0","0","ib0","e0","0xe0071bffff7371b","10.2.8.46","NULL"
