"interface_id","hostname","private_name","primary","interface","designation","mac","ipv4","ipv6"
"2753","cn1640","cn1640-e0","0","ib0","e0","0x70106fffff9bc35","10.2.3.4","NULL"
"2754","cn1641","cn1641-mgmt","0","eth0","mgmt","58:20:B1:00:82:9E","10.90.3.5","NULL"
"2755","cn1641","cn1641-e0","0","ib0","e0","0x480fcfffffeff07","10.2.3.5","NULL"
"2756","cn1642","cn1642-mgmt","0","eth0","mgmt","70:10:6F:4A:30:3C","10.90.3.6","NULL"
"2757","cn1642","cn1642-e0","0","ib0","e0","0x480fcfffffefe0f","10.2.3.6","NULL"
"2758","cn1643","cn1643-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:3C","10.90.3.7","NULL"
"2759","cn1643","cn1643-e0","0","ib0","e0","0x480fcfffffeff03","10.2.3.7","NULL"
"2760","cn1644","cn1644-mgmt","0","eth0","mgmt","58:20:B1:00:83:32","10.90.3.8","NULL"
"2761","cn1644","cn1644-e0","0","ib0","e0","0x480fcfffffefe0e","10.2.3.8","NULL"
"2762","cn1645","cn1645-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:E8","10.90.3.9","NULL"
"2763","cn1645","cn1645-e0","0","ib0","e0","0x70106fffff9b848","10.2.3.9","NULL"
"2764","cn1646","cn1646-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:10","10.90.3.10","NULL"
"2765","cn1646","cn1646-e0","0","ib0","e0","0x70106fffff9b14f","10.2.3.10","NULL"
"2766","cn1647","cn1647-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:CC","10.90.3.11","NULL"
"2767","cn1647","cn1647-e0","0","ib0","e0","0x70106fffff9b242","10.2.3.11","NULL"
"2768","cn1648","cn1648-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:D4","10.90.3.12","NULL"
"2769","cn1648","cn1648-e0","0","ib0","e0","0x70106fffff9b845","10.2.3.12","NULL"
"2770","cn1649","cn1649-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:00","10.90.3.13","NULL"
"2771","cn1649","cn1649-e0","0","ib0","e0","0x70106fffff9bd42","10.2.3.13","NULL"
"2772","cn1650","cn1650-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:F0","10.90.3.14","NULL"
"2773","cn1650","cn1650-e0","0","ib0","e0","0x70106fffff9b245","10.2.3.14","NULL"
"2774","cn1651","cn1651-mgmt","0","eth0","mgmt","58:20:B1:00:83:D6","10.90.3.15","NULL"
"2775","cn1651","cn1651-e0","0","ib0","e0","0x70106fffff9b247","10.2.3.15","NULL"
"2776","cn1652","cn1652-mgmt","0","eth0","mgmt","58:20:B1:00:84:36","10.90.3.16","NULL"
"2777","cn1652","cn1652-e0","0","ib0","e0","0x70106fffff9b246","10.2.3.16","NULL"
"2778","cn1653","cn1653-mgmt","0","eth0","mgmt","58:20:B1:00:83:FE","10.90.3.17","NULL"
"2779","cn1653","cn1653-e0","0","ib0","e0","0x70106fffff9b010","10.2.3.17","NULL"
"2780","cn1653","cn1653-ilo","0","iLO4","ilo","58:20:B1:00:83:FC","10.4.3.17","NULL"
"2781","cn1654","cn1654-mgmt","0","eth0","mgmt","70:10:6F:4A:30:48","10.90.3.18","NULL"
"2782","cn1654","cn1654-e0","0","ib0","e0","0x480fcfffffefe1a","10.2.3.18","NULL"
"2783","cn1655","cn1655-mgmt","0","eth0","mgmt","70:10:6F:4A:97:E0","10.90.3.19","NULL"
"2784","cn1655","cn1655-e0","0","ib0","e0","0x70106fffff9b014","10.2.3.19","NULL"
"2785","cn1656","cn1656-mgmt","0","eth0","mgmt","70:10:6F:BA:A9:1A","10.90.3.20","NULL"
"2786","cn1656","cn1656-e0","0","ib0","e0","0x70106fffff9bf0a","10.2.3.20","NULL"
"2787","cn1657","cn1657-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:C8","10.90.3.21","NULL"
"2788","cn1657","cn1657-e0","0","ib0","e0","0x70106fffff9bc4f","10.2.3.21","NULL"
"2789","cn1658","cn1658-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:38","10.90.3.22","NULL"
"2790","cn1658","cn1658-e0","0","ib0","e0","0x70106fffff9b846","10.2.3.22","NULL"
"2791","cn1659","cn1659-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:BC","10.90.3.23","NULL"
"2792","cn1659","cn1659-e0","0","ib0","e0","0x70106fffff9b248","10.2.3.23","NULL"
"2793","cn1660","cn1660-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:18","10.90.3.24","NULL"
"2794","cn1660","cn1660-e0","0","ib0","e0","0x70106fffff9b240","10.2.3.24","NULL"
"2795","cn1661","cn1661-mgmt","0","eth0","mgmt","58:20:B1:00:83:4A","10.90.3.25","NULL"
"2796","cn1661","cn1661-e0","0","ib0","e0","0x70106fffff9b244","10.2.3.25","NULL"
"2797","cn1662","cn1662-mgmt","0","eth0","mgmt","58:20:B1:00:83:5A","10.90.3.26","NULL"
"2798","cn1662","cn1662-e0","0","ib0","e0","0x70106fffff9b746","10.2.3.26","NULL"
"2799","cn1663","cn1663-mgmt","0","eth0","mgmt","58:20:B1:00:82:BE","10.90.3.27","NULL"
"2800","cn1663","cn1663-e0","0","ib0","e0","0x70106fffff9b844","10.2.3.27","NULL"
"2801","cn1664","cn1664-mgmt","0","eth0","mgmt","58:20:B1:00:83:D2","10.90.3.28","NULL"
"2802","cn1664","cn1664-e0","0","ib0","e0","0x70106fffff9b14d","10.2.3.28","NULL"
"2803","cn1665","cn1665-mgmt","0","eth0","mgmt","70:10:6F:4A:38:B0","10.90.3.29","NULL"
"2804","cn1665","cn1665-e0","0","ib0","e0","0x480fcfffffeedf6","10.2.3.29","NULL"
"2805","cn1666","cn1666-mgmt","0","eth0","mgmt","70:10:6F:4A:39:40","10.90.3.30","NULL"
"2806","cn1666","cn1666-e0","0","ib0","e0","0x70106fffff9bf7d","10.2.3.30","NULL"
"2807","cn1667","cn1667-mgmt","0","eth0","mgmt","70:10:6F:4A:39:04","10.90.3.31","NULL"
"2808","cn1667","cn1667-e0","0","ib0","e0","0x480fcfffffeecf0","10.2.3.31","NULL"
"2809","cn1668","cn1668-mgmt","0","eth0","mgmt","70:10:6F:4A:38:84","10.90.3.32","NULL"
"2810","cn1668","cn1668-e0","0","ib0","e0","0x480fcfffffeedf0","10.2.3.32","NULL"
"2811","cn1669","cn1669-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:64","10.90.3.33","NULL"
"2812","cn1669","cn1669-e0","0","ib0","e0","0x70106fffff9b738","10.2.3.33","NULL"
"2813","cn1669","cn1669-ilo","0","iLO4","ilo","70:10:6F:4A:2E:62","10.4.3.33","NULL"
"2814","cn1670","cn1670-mgmt","0","eth0","mgmt","70:10:6F:4A:33:48","10.90.3.34","NULL"
"2815","cn1670","cn1670-e0","0","ib0","e0","0x70106fffff9be36","10.2.3.34","NULL"
"2816","cn1671","cn1671-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:78","10.90.3.35","NULL"
"2817","cn1671","cn1671-e0","0","ib0","e0","0x70106fffff9bf38","10.2.3.35","NULL"
"2818","cn1672","cn1672-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:5C","10.90.3.36","NULL"
"2819","cn1672","cn1672-e0","0","ib0","e0","0x70106fffff9b737","10.2.3.36","NULL"
"2820","cn1673","cn1673-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:D8","10.90.3.37","NULL"
"2821","cn1673","cn1673-e0","0","ib0","e0","0x480fcfffffeff04","10.2.3.37","NULL"
"2822","cn1674","cn1674-mgmt","0","eth0","mgmt","58:20:B1:00:84:0A","10.90.3.38","NULL"
"2823","cn1674","cn1674-e0","0","ib0","e0","0x480fcfffffeff08","10.2.3.38","NULL"
"2824","cn1675","cn1675-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:48","10.90.3.39","NULL"
"2825","cn1675","cn1675-e0","0","ib0","e0","0x480fcfffffeff06","10.2.3.39","NULL"
"2826","cn1676","cn1676-mgmt","0","eth0","mgmt","58:20:B1:00:82:9A","10.90.3.40","NULL"
"2827","cn1676","cn1676-e0","0","ib0","e0","0x480fcfffffeff01","10.2.3.40","NULL"
"2828","cn1677","cn1677-mgmt","0","eth0","mgmt","70:10:6F:4A:30:28","10.90.3.41","NULL"
"2829","cn1677","cn1677-e0","0","ib0","e0","0x70106fffff9bc36","10.2.3.41","NULL"
"2830","cn1678","cn1678-mgmt","0","eth0","mgmt","70:10:6F:4A:30:4C","10.90.3.42","NULL"
"2831","cn1678","cn1678-e0","0","ib0","e0","0x70106fffff9bc32","10.2.3.42","NULL"
"2832","cn1679","cn1679-mgmt","0","eth0","mgmt","70:10:6F:4A:30:38","10.90.3.43","NULL"
"2833","cn1679","cn1679-e0","0","ib0","e0","0x70106fffff9bc39","10.2.3.43","NULL"
"2834","cn1680","cn1680-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:CC","10.90.3.44","NULL"
"2835","cn1680","cn1680-e0","0","ib0","e0","0x70106fffff9b831","10.2.3.44","NULL"
"2836","cn1681","cn1681-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:50","10.90.3.45","NULL"
"2837","cn1681","cn1681-e0","0","ib0","e0","0x70106fffff9b237","10.2.3.45","NULL"
"2838","cn1682","cn1682-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:20","10.90.3.46","NULL"
"2839","cn1682","cn1682-e0","0","ib0","e0","0x70106fffff9b338","10.2.3.46","NULL"
"2840","cn1683","cn1683-mgmt","0","eth0","mgmt","70:10:6F:B0:28:E0","10.90.3.47","NULL"
"2841","cn1683","cn1683-e0","0","ib0","e0","0x70106fffff9b230","10.2.3.47","NULL"
"2842","cn1684","cn1684-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:7C","10.90.3.48","NULL"
"2843","cn1684","cn1684-e0","0","ib0","e0","0x70106fffff9b233","10.2.3.48","NULL"
"2844","cn1685","cn1685-mgmt","0","eth0","mgmt","58:20:B1:00:84:26","10.90.3.49","NULL"
"2845","cn1685","cn1685-e0","0","ib0","e0","0x70106fffff9b74c","10.2.3.49","NULL"
"2846","cn1685","cn1685-ilo","0","iLO4","ilo","58:20:B1:00:84:24","10.4.3.49","NULL"
"2847","cn1686","cn1686-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:68","10.90.3.50","NULL"
"2848","cn1686","cn1686-e0","0","ib0","e0","0x70106fffff9b847","10.2.3.50","NULL"
"2849","cn1687","cn1687-mgmt","0","eth0","mgmt","58:20:B1:00:84:1E","10.90.3.51","NULL"
"2850","cn1687","cn1687-e0","0","ib0","e0","0x70106fffff9b84e","10.2.3.51","NULL"
"2851","cn1688","cn1688-mgmt","0","eth0","mgmt","58:20:B1:00:84:0E","10.90.3.52","NULL"
"2852","cn1688","cn1688-e0","0","ib0","e0","0x70106fffff9b243","10.2.3.52","NULL"
"2853","cn1689","cn1689-mgmt","0","eth0","mgmt","70:10:6F:BA:B0:DE","10.90.3.53","NULL"
"2854","cn1689","cn1689-e0","0","ib0","e0","0x480fcfffffee5f0","10.2.3.53","NULL"
"2855","cn1690","cn1690-mgmt","0","eth0","mgmt","58:20:B1:07:BD:E2","10.90.3.54","NULL"
"2856","cn1690","cn1690-e0","0","ib0","e0","0x480fcfffffee4fa","10.2.3.54","NULL"
"2857","cn1691","cn1691-mgmt","0","eth0","mgmt","58:20:B1:00:84:56","10.90.3.55","NULL"
"2858","cn1691","cn1691-e0","0","ib0","e0","0x480fcfffffee4f8","10.2.3.55","NULL"
"2859","cn1692","cn1692-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:F4","10.90.3.56","NULL"
"2860","cn1692","cn1692-e0","0","ib0","e0","0x480fcfffffee4fc","10.2.3.56","NULL"
"2861","cn1693","cn1693-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:DC","10.90.3.57","NULL"
"2862","cn1693","cn1693-e0","0","ib0","e0","0x70106fffff9bb3e","10.2.3.57","NULL"
"2863","cn1694","cn1694-e0","0","ib0","e0","0x70106fffff9bc37","10.2.3.58","NULL"
"2864","cn1694","cn1694-ilo","0","iLO4","ilo","70:10:6F:BA:9C:E4","10.4.3.58","NULL"
"2865","cn1695","cn1695-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:40","10.90.3.59","NULL"
"2866","cn1695","cn1695-e0","0","ib0","e0","0x70106fffff9bc33","10.2.3.59","NULL"
"2867","cn1696","cn1696-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:FC","10.90.3.60","NULL"
"2868","cn1696","cn1696-e0","0","ib0","e0","0x70106fffff9bb3f","10.2.3.60","NULL"
"2869","cn1697","cn1697-mgmt","0","eth0","mgmt","58:20:B1:00:82:AE","10.90.3.61","NULL"
"2870","cn1697","cn1697-e0","0","ib0","e0","0x480fcfffffefe1c","10.2.3.61","NULL"
"2871","cn1697","cn1697-ilo","0","iLO4","ilo","58:20:B1:00:82:AC","10.4.3.61","NULL"
"2872","cn1698","cn1698-mgmt","0","eth0","mgmt","70:10:6F:4A:30:50","10.90.3.62","NULL"
"2873","cn1698","cn1698-e0","0","ib0","e0","0x70106fffff9bf0e","10.2.3.62","NULL"
"2874","cn1699","cn1699-mgmt","0","eth0","mgmt","70:10:6F:BA:B0:C2","10.90.3.63","NULL"
"2875","cn1699","cn1699-e0","0","ib0","e0","0x480fcfffffede0f","10.2.3.63","NULL"
"2876","cn1700","cn1700-mgmt","0","eth0","mgmt","58:20:B1:00:83:9A","10.90.3.64","NULL"
"2877","cn1700","cn1700-e0","0","ib0","e0","0x70106fffff9b015","10.2.3.64","NULL"
"2878","cn1701","cn1701-mgmt","0","eth0","mgmt","58:20:B1:00:83:DA","10.90.3.65","NULL"
"2879","cn1701","cn1701-e0","0","ib0","e0","0x70106fffff9b733","10.2.3.65","NULL"
"2880","cn1702","cn1702-mgmt","0","eth0","mgmt","58:20:B1:00:83:C6","10.90.3.66","NULL"
"2881","cn1702","cn1702-e0","0","ib0","e0","0x70106fffff9bf7e","10.2.3.66","NULL"
"2882","cn1703","cn1703-mgmt","0","eth0","mgmt","70:10:6F:4A:3A:4C","10.90.3.67","NULL"
"2883","cn1703","cn1703-e0","0","ib0","e0","0x70106fffff9b730","10.2.3.67","NULL"
"2884","cn1704","cn1704-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:90","10.90.3.68","NULL"
"2885","cn1704","cn1704-e0","0","ib0","e0","0x70106fffff9b736","10.2.3.68","NULL"
"2886","cn1705","cn1705-mgmt","0","eth0","mgmt","58:20:B1:00:83:1E","10.90.3.69","NULL"
"2887","cn1705","cn1705-e0","0","ib0","e0","0x480fcfffffef40f","10.2.3.69","NULL"
"2888","cn1706","cn1706-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:50","10.90.3.70","NULL"
"2889","cn1706","cn1706-e0","0","ib0","e0","0x480fcfffffef40e","10.2.3.70","NULL"
"2890","cn1707","cn1707-mgmt","0","eth0","mgmt","58:20:B1:00:84:B6","10.90.3.71","NULL"
"2891","cn1707","cn1707-e0","0","ib0","e0","0x480fcfffffef503","10.2.3.71","NULL"
"2892","cn1707","cn1707-ilo","0","iLO4","ilo","58:20:B1:00:84:B4","10.4.3.71","NULL"
"2893","cn1708","cn1708-mgmt","0","eth0","mgmt","58:20:B1:00:82:8E","10.90.3.72","NULL"
"2894","cn1708","cn1708-e0","0","ib0","e0","0x70106fffff9b236","10.2.3.72","NULL"
"2895","cn1708","cn1708-ilo","0","iLO4","ilo","58:20:B1:00:82:8C","10.4.3.72","NULL"
"2896","cn1709","cn1709-mgmt","0","eth0","mgmt","70:10:6F:4A:37:A4","10.90.3.73","NULL"
"2897","cn1709","cn1709-e0","0","ib0","e0","0x70106fffff9bf7c","10.2.3.73","NULL"
"2898","cn1709","cn1709-ilo","0","iLO4","ilo","70:10:6F:4A:37:A2","10.4.3.73","NULL"
"2899","cn1710","cn1710-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:54","10.90.3.74","NULL"
"2900","cn1710","cn1710-e0","0","ib0","e0","0x70106fffff9b896","10.2.3.74","NULL"
"2901","cn1711","cn1711-mgmt","0","eth0","mgmt","70:10:6F:4A:37:34","10.90.3.75","NULL"
"2902","cn1711","cn1711-e0","0","ib0","e0","0x70106fffff9b89b","10.2.3.75","NULL"
"2903","cn1711","cn1711-ilo","0","iLO4","ilo","70:10:6F:4A:37:32","10.4.3.75","NULL"
"2904","cn1712","cn1712-mgmt","0","eth0","mgmt","70:10:6F:4A:35:20","10.90.3.76","NULL"
"2905","cn1712","cn1712-e0","0","ib0","e0","0x70106fffff9b894","10.2.3.76","NULL"
"2906","cn1712","cn1712-ilo","0","iLO4","ilo","70:10:6F:4A:35:1E","10.4.3.76","NULL"
"2907","cn1713","cn1713-mgmt","0","eth0","mgmt","70:10:6F:4A:37:BC","10.90.3.77","NULL"
"2908","cn1713","cn1713-e0","0","ib0","e0","0x70106fffff9b899","10.2.3.77","NULL"
"2909","cn1713","cn1713-ilo","0","iLO4","ilo","70:10:6F:4A:37:BA","10.4.3.77","NULL"
"2910","cn1714","cn1714-mgmt","0","eth0","mgmt","70:10:6F:4A:38:0C","10.90.3.78","NULL"
"2911","cn1714","cn1714-e0","0","ib0","e0","0x70106fffff9bf71","10.2.3.78","NULL"
"2912","cn1714","cn1714-ilo","0","iLO4","ilo","70:10:6F:4A:38:0A","10.4.3.78","NULL"
"2913","cn1715","cn1715-mgmt","0","eth0","mgmt","70:10:6F:4A:36:BC","10.90.3.79","NULL"
"2914","cn1715","cn1715-e0","0","ib0","e0","0x70106fffff9b893","10.2.3.79","NULL"
"2915","cn1715","cn1715-ilo","0","iLO4","ilo","70:10:6F:4A:36:BA","10.4.3.79","NULL"
"2916","cn1716","cn1716-mgmt","0","eth0","mgmt","70:10:6F:4A:39:34","10.90.3.80","NULL"
"2917","cn1716","cn1716-e0","0","ib0","e0","0x70106fffff9bf73","10.2.3.80","NULL"
"2918","cn1716","cn1716-ilo","0","iLO4","ilo","70:10:6F:4A:39:32","10.4.3.80","NULL"
"2919","cn1717","cn1717-mgmt","0","eth0","mgmt","58:20:B1:00:81:F6","10.90.3.81","NULL"
"2920","cn1717","cn1717-e0","0","ib0","e0","0x70106fffff9b68e","10.2.3.81","NULL"
"2921","cn1717","cn1717-ilo","0","iLO4","ilo","58:20:B1:00:81:F4","10.4.3.81","NULL"
"2922","cn1718","cn1718-mgmt","0","eth0","mgmt","58:20:B1:00:81:BE","10.90.3.82","NULL"
"2923","cn1718","cn1718-e0","0","ib0","e0","0x70106fffff9bd8d","10.2.3.82","NULL"
"2924","cn1718","cn1718-ilo","0","iLO4","ilo","58:20:B1:00:81:BC","10.4.3.82","NULL"
"2925","cn1719","cn1719-mgmt","0","eth0","mgmt","70:10:6F:4A:3A:B4","10.90.3.83","NULL"
"2926","cn1719","cn1719-e0","0","ib0","e0","0x70106fffff9ba76","10.2.3.83","NULL"
"2927","cn1719","cn1719-ilo","0","iLO4","ilo","70:10:6F:4A:3A:B2","10.4.3.83","NULL"
"2928","cn1720","cn1720-mgmt","0","eth0","mgmt","70:10:6F:4A:37:28","10.90.3.84","NULL"
"2929","cn1720","cn1720-e0","0","ib0","e0","0x70106fffff9ba7c","10.2.3.84","NULL"
"2930","cn1720","cn1720-ilo","0","iLO4","ilo","70:10:6F:4A:37:26","10.4.3.84","NULL"
"2931","cn1721","cn1721-mgmt","0","eth0","mgmt","70:10:6F:4A:35:00","10.90.3.85","NULL"
"2932","cn1721","cn1721-e0","0","ib0","e0","0x70106fffff9b997","10.2.3.85","NULL"
"2933","cn1721","cn1721-ilo","0","iLO4","ilo","70:10:6F:4A:34:FE","10.4.3.85","NULL"
"2934","cn1722","cn1722-mgmt","0","eth0","mgmt","70:10:6F:4A:36:E4","10.90.3.86","NULL"
"2935","cn1722","cn1722-e0","0","ib0","e0","0x70106fffff9b89a","10.2.3.86","NULL"
"2936","cn1722","cn1722-ilo","0","iLO4","ilo","70:10:6F:4A:36:E2","10.4.3.86","NULL"
"2937","cn1723","cn1723-mgmt","0","eth0","mgmt","70:10:6F:4A:37:8C","10.90.3.87","NULL"
"2938","cn1723","cn1723-e0","0","ib0","e0","0x70106fffff9be7f","10.2.3.87","NULL"
"2939","cn1723","cn1723-ilo","0","iLO4","ilo","70:10:6F:4A:37:8A","10.4.3.87","NULL"
"2940","cn1724","cn1724-mgmt","0","eth0","mgmt","70:10:6F:4A:38:20","10.90.3.88","NULL"
"2941","cn1724","cn1724-e0","0","ib0","e0","0x70106fffff9bf7b","10.2.3.88","NULL"
"2942","cn1724","cn1724-ilo","0","iLO4","ilo","70:10:6F:4A:38:1E","10.4.3.88","NULL"
"2943","cn1725","cn1725-mgmt","0","eth0","mgmt","70:10:6F:4A:3A:A8","10.90.3.89","NULL"
"2944","cn1725","cn1725-e0","0","ib0","e0","0x480fcfffffeebf7","10.2.3.89","NULL"
"2945","cn1725","cn1725-ilo","0","iLO4","ilo","70:10:6F:4A:3A:A6","10.4.3.89","NULL"
"2946","cn1726","cn1726-mgmt","0","eth0","mgmt","70:10:6F:4A:33:70","10.90.3.90","NULL"
"2947","cn1726","cn1726-e0","0","ib0","e0","0x480fcfffffee3fe","10.2.3.90","NULL"
"2948","cn1726","cn1726-ilo","0","iLO4","ilo","70:10:6F:4A:33:6E","10.4.3.90","NULL"
"2949","cn1727","cn1727-mgmt","0","eth0","mgmt","70:10:6F:49:CE:20","10.90.3.91","NULL"
"2950","cn1727","cn1727-e0","0","ib0","e0","0x480fcfffffef706","10.2.3.91","NULL"
"2951","cn1727","cn1727-ilo","0","iLO4","ilo","70:10:6F:49:CE:1E","10.4.3.91","NULL"
"2952","cn1728","cn1728-mgmt","0","eth0","mgmt","70:10:6F:4A:39:60","10.90.3.92","NULL"
"2953","cn1728","cn1728-e0","0","ib0","e0","0x70106fffff9b931","10.2.3.92","NULL"
"2954","cn1728","cn1728-ilo","0","iLO4","ilo","70:10:6F:4A:39:5E","10.4.3.92","NULL"
"2955","cn1729","cn1729-mgmt","0","eth0","mgmt","70:10:6F:4A:37:64","10.90.3.93","NULL"
"2956","cn1729","cn1729-e0","0","ib0","e0","0x70106fffff9ba92","10.2.3.93","NULL"
"2957","cn1729","cn1729-ilo","0","iLO4","ilo","70:10:6F:4A:37:62","10.4.3.93","NULL"
"2958","cn1730","cn1730-mgmt","0","eth0","mgmt","70:10:6F:4A:37:60","10.90.3.94","NULL"
"2959","cn1730","cn1730-e0","0","ib0","e0","0x70106fffff9ba9c","10.2.3.94","NULL"
"2960","cn1730","cn1730-ilo","0","iLO4","ilo","70:10:6F:4A:37:5E","10.4.3.94","NULL"
"2961","cn1731","cn1731-mgmt","0","eth0","mgmt","58:20:B1:00:84:2A","10.90.3.95","NULL"
"2962","cn1731","cn1731-e0","0","ib0","e0","0x70106fffff9bd91","10.2.3.95","NULL"
"2963","cn1731","cn1731-ilo","0","iLO4","ilo","58:20:B1:00:84:28","10.4.3.95","NULL"
"2964","cn1732","cn1732-mgmt","0","eth0","mgmt","58:20:B1:00:84:1A","10.90.3.96","NULL"
"2965","cn1732","cn1732-e0","0","ib0","e0","0x70106fffff9ba9f","10.2.3.96","NULL"
"2966","cn1732","cn1732-ilo","0","iLO4","ilo","58:20:B1:00:84:18","10.4.3.96","NULL"
"2967","cn1733","cn1733-mgmt","0","eth0","mgmt","70:10:6F:4A:37:B4","10.90.3.97","NULL"
"2968","cn1733","cn1733-e0","0","ib0","e0","0x70106fffff9b895","10.2.3.97","NULL"
"2969","cn1733","cn1733-ilo","0","iLO4","ilo","70:10:6F:4A:37:B2","10.4.3.97","NULL"
"2970","cn1734","cn1734-mgmt","0","eth0","mgmt","70:10:6F:49:CB:E0","10.90.3.98","NULL"
"2971","cn1734","cn1734-e0","0","ib0","e0","0x70106fffff9bf72","10.2.3.98","NULL"
"2972","cn1734","cn1734-ilo","0","iLO4","ilo","70:10:6F:49:CB:DE","10.4.3.98","NULL"
"2973","cn1735","cn1735-mgmt","0","eth0","mgmt","70:10:6F:4A:30:6C","10.90.3.99","NULL"
"2974","cn1735","cn1735-e0","0","ib0","e0","0x70106fffff9bf70","10.2.3.99","NULL"
"2975","cn1735","cn1735-ilo","0","iLO4","ilo","70:10:6F:4A:30:6A","10.4.3.99","NULL"
"2976","cn1736","cn1736-mgmt","0","eth0","mgmt","70:10:6F:4A:3A:84","10.90.3.100","NULL"
"2977","cn1736","cn1736-e0","0","ib0","e0","0x70106fffff9b898","10.2.3.100","NULL"
"2978","cn1736","cn1736-ilo","0","iLO4","ilo","70:10:6F:4A:3A:82","10.4.3.100","NULL"
"2979","cn1737","cn1737-mgmt","0","eth0","mgmt","58:20:B1:00:81:7A","10.90.3.101","NULL"
"2980","cn1737","cn1737-e0","0","ib0","e0","0x70106fffff9b3a7","10.2.3.101","NULL"
"2981","cn1737","cn1737-ilo","0","iLO4","ilo","58:20:B1:00:81:78","10.4.3.101","NULL"
"2982","cn1738","cn1738-mgmt","0","eth0","mgmt","70:10:6F:4A:2F:60","10.90.3.102","NULL"
"2983","cn1738","cn1738-e0","0","ib0","e0","0x70106fffff9be9e","10.2.3.102","NULL"
"2984","cn1738","cn1738-ilo","0","iLO4","ilo","70:10:6F:4A:2F:5E","10.4.3.102","NULL"
"2985","cn1739","cn1739-mgmt","0","eth0","mgmt","58:20:B1:00:83:EA","10.90.3.103","NULL"
"2986","cn1739","cn1739-e0","0","ib0","e0","0x70106fffff9b8a9","10.2.3.103","NULL"
"2987","cn1739","cn1739-ilo","0","iLO4","ilo","58:20:B1:00:83:E8","10.4.3.103","NULL"
"2988","cn1740","cn1740-mgmt","0","eth0","mgmt","58:20:B1:00:83:F6","10.90.3.104","NULL"
"2989","cn1740","cn1740-e0","0","ib0","e0","0x70106fffff9b29e","10.2.3.104","NULL"
"2990","cn1740","cn1740-ilo","0","iLO4","ilo","58:20:B1:00:83:F4","10.4.3.104","NULL"
"2991","cn1741","cn1741-mgmt","0","eth0","mgmt","58:20:B1:00:84:06","10.90.3.105","NULL"
"2992","cn1741","cn1741-e0","0","ib0","e0","0x70106fffff9bf7f","10.2.3.105","NULL"
"2993","cn1741","cn1741-ilo","0","iLO4","ilo","58:20:B1:00:84:04","10.4.3.105","NULL"
"2994","cn1742","cn1742-mgmt","0","eth0","mgmt","58:20:B1:00:83:F2","10.90.3.106","NULL"
"2995","cn1742","cn1742-e0","0","ib0","e0","0x70106fffff9b991","10.2.3.106","NULL"
"2996","cn1742","cn1742-ilo","0","iLO4","ilo","58:20:B1:00:83:F0","10.4.3.106","NULL"
"2997","cn1743","cn1743-mgmt","0","eth0","mgmt","70:10:6F:4A:2E:8C","10.90.3.107","NULL"
"2998","cn1743","cn1743-e0","0","ib0","e0","0x480fcfffffeedf2","10.2.3.107","NULL"
"2999","cn1743","cn1743-ilo","0","iLO4","ilo","70:10:6F:4A:2E:8A","10.4.3.107","NULL"
"3000","cn1744","cn1744-mgmt","0","eth0","mgmt","58:20:B1:00:84:2E","10.90.3.108","NULL"
"3001","cn1744","cn1744-e0","0","ib0","e0","0x70106fffff9bf32","10.2.3.108","NULL"
"3002","cn1744","cn1744-ilo","0","iLO4","ilo","58:20:B1:00:84:2C","10.4.3.108","NULL"
"3003","cn1745","cn1745-mgmt","0","eth0","mgmt","70:10:6F:4A:95:AC","10.90.3.109","NULL"
"3004","cn1745","cn1745-e0","0","ib0","e0","0x70106fffff9b803","10.2.3.109","NULL"
"3005","cn1745","cn1745-ilo","0","iLO4","ilo","70:10:6F:4A:95:AA","10.4.3.109","NULL"
"3006","cn1746","cn1746-mgmt","0","eth0","mgmt","70:10:6F:4A:98:94","10.90.3.110","NULL"
"3007","cn1746","cn1746-e0","0","ib0","e0","0x480fcfffffeff05","10.2.3.110","NULL"
